sellingPrice,shippingPrice,returnShippingPaidBy,type,brand,operatingSystem,screenSize,hardDriveGB,ramGB,processorType,processorSpeedGHZ,releaseYear,graphicsProcessingType,condition
31,15,Buyer,NA,HP,Windows 8,17.3,NA,NA,INTEL,2.6,NA,NA,Used
314.99,0,Buyer,Notebook,HP,Windows 7,15.6,320,4,INTEL,2.6,NA,Dedicated,Used
100,NA,NA,Laptop,Dell,NA,15.4,300,4,INTEL,2,2008,NA,Used
414.88,0,Buyer,Notebook,Toshiba,Windows 8,17.3,750,6,AMD,2.4,NA,NA,New
150,NA,NA,Laptop,HP,Windows 8,13.3,128,4,INTEL,1.4,NA,NA,Used
999,0,NA,Laptop,NA,Windows 7,10.4,480,8,INTEL,2.6,2012,Integrated,Seller refurbished
202.5,NA,NA,Notebook,HP,Windows 8,15.6,1000,8,NA,1.7,NA,NA,Used
225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
118,0,Buyer,Notebook,Dell,Windows Vista,13.3,NA,4,INTEL,2.4,NA,Integrated,Seller refurbished
273.49,0,Seller,Notebook,HP,Windows 8,15.6,750,4,AMD,2,NA,NA,Seller refurbished
149.99,0,Buyer,NA,HP,Windows 8,11.6,32,2,INTEL,2.16,NA,NA,Seller refurbished
500,NA,NA,Netbook,NA,Windows 8,18.4,500,8,INTEL,2.2,2012,Dedicated,Used
240,10,Buyer,Notebook,Lenovo,Windows XP,15.6,320,4,INTEL,2.1,NA,NA,New
189.99,0,Buyer,Notebook,HP,Windows 7,14,250,4,NA,2.4,NA,Integrated,Seller refurbished
574.99,0,NA,Notebook,Dell,Windows 8,15.6,1000,8,INTEL,NA,NA,NA,Manufacturer refurbished
189,14.8,Seller,Notebook,Toshiba,Windows 7,15.6,640,6,INTEL,2.3,NA,Integrated,Seller refurbished
35,10,NA,Notebook,Dell,Windows XP,15.4,75,2,INTEL,1.8,NA,NA,Used
149.99,0,Buyer,Notebook,Dell,Windows XP,15.6,NA,NA,NA,NA,NA,NA,Used
174.79,0,Seller,Notebook,Toshiba,Windows 8,15.6,500,2,INTEL,2.16,NA,NA,Seller refurbished
85,12.65,NA,Netbook,Dell,NA,12.1,64,5,INTEL,1.66,2009,Integrated,Seller refurbished
300,NA,NA,Netbook,HP,Windows 8,15,500,4,INTEL,2.16,2015,Integrated,New
220,9.99,Buyer,NA,Dell,Windows 7,14,128,4,INTEL,2.5,NA,NA,Manufacturer refurbished
55,NA,NA,Notebook,Dell,NA,15.4,160,3,INTEL,1.66,2006,Integrated,Used
35,10,NA,Notebook,Dell,Windows XP,15.4,75,2,INTEL,1.8,NA,NA,Used
145,15,Buyer,Laptop,Lenovo,Windows 7,12.1,160,4,INTEL,1.86,NA,Integrated,Used
450.9,0,NA,Ultrabook,Lenovo,Windows 8,14,1000,8,INTEL,2,NA,Dedicated,Used
179.99,0,NA,Notebook,NA,Not included,12,0,4,INTEL,2.5,NA,Integrated,Used
199.99,NA,NA,Laptop,Lenovo,Windows 7,14.1,300,4,INTEL,2.6,NA,NA,Manufacturer refurbished
165,0,NA,Notebook,HP,Windows 7,14,250,4,INTEL,2.4,NA,Integrated,Used
150,20,NA,Notebook,HP,Chrome OS,14,16,4,INTEL,1.4,NA,NA,Used
230,0,NA,Notebook,Lenovo,Windows XP,12.5,320,4,INTEL,2.5,NA,NA,Used
250,NA,NA,Notebook,Dell,NA,14,500,4,INTEL,2.4,NA,NA,Used
500,NA,NA,Notebook,NA,Windows 7,11.6,NA,NA,NA,NA,NA,NA,Used
959,0,Buyer,Notebook,Dell,Windows 8,13.3,256,8,INTEL,NA,NA,Integrated,Manufacturer refurbished
500,NA,NA,Ultrabook,Lenovo,Windows 7,15.6,NA,NA,NA,NA,NA,Dedicated,Seller refurbished
98.99,0,Buyer,Notebook,HP,Windows 7,10.1,250,1,INTEL,1.66,NA,NA,Used
169,20,Buyer,NA,Panasonic,NA,NA,NA,NA,NA,NA,NA,NA,Seller refurbished
120,18,NA,Notebook,Dell,Windows 7,14.1,160,4,INTEL,2.53,NA,Integrated,Used
118,0,Buyer,Notebook,Dell,Windows Vista,13.3,NA,4,INTEL,2.4,NA,Integrated,Seller refurbished
400,0,Buyer,Laptop,Asus,Windows 7,17.3,500,6,INTEL,1.6,NA,Dedicated,Used
180,0,NA,Laptop,Acer,Chrome OS,13.3,NA,4,NA,2.1,NA,NA,New
159.99,19.95,NA,Notebook,Toshiba,Windows 8,15.6,500,4,AMD,1.7,2012,Integrated,Used
1159,0,Buyer,Notebook,Dell,Windows 8,13.3,256,8,INTEL,NA,NA,Integrated,Manufacturer refurbished
599,NA,NA,Notebook,Dell,Windows 8,15.6,1000,8,INTEL,3,NA,NA,New
199,200,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
199,15,NA,Notebook,HP,NA,NA,NA,NA,NA,NA,NA,NA,Used
169.99,0,Buyer,Notebook,Dell,Windows 7,14.1,80,4,INTEL,2.4,NA,Integrated,Manufacturer refurbished
100,NA,NA,Notebook,Dell,Windows XP,13.3,NA,NA,NA,NA,NA,Dedicated,Used
209,0,Buyer,Notebook,Dell,NA,13.3,NA,NA,NA,NA,NA,Integrated,Seller refurbished
400,NA,NA,NA,Lenovo,Windows 8,15.6,500,4,INTEL,2.5,NA,NA,Seller refurbished
215,9.99,Buyer,NA,Dell,Windows 7,14,250,4,INTEL,2.5,NA,NA,Manufacturer refurbished
135,19.99,NA,Notebook,Dell,Windows 7,15.4,250,4,INTEL,2.53,NA,Integrated,Used
110,23,NA,Notebook,Dell,Windows 7,15.4,232,3,INTEL,2.53,NA,Integrated,Used
50,13,NA,NA,Lenovo,NA,14,NA,2,INTEL,2.26,NA,NA,Used
223.24,0,Buyer,Notebook,Dell,Windows 7,14.1,320,4,INTEL,2.4,NA,Integrated,Manufacturer refurbished
575,0,Buyer,Notebook,Asus,Windows 8,15.6,1000,8,INTEL,1.8,NA,NA,Used
219.99,0,Buyer,Notebook,Sony,Windows 7,14,500,4,INTEL,2.1,NA,NA,Used
226.08,0,NA,NA,HP,NA,NA,NA,NA,NA,NA,NA,NA,Seller refurbished
275,NA,NA,Laptop,Toshiba,Windows 8,15.6,750,8,NA,2.2,NA,NA,Used
225,18,NA,Notebook,HP,Windows 7,15.4,NA,4,INTEL,2.4,NA,Integrated,Used
579.35,0,Buyer,Notebook,HP,Windows 8,17.3,1000,12,INTEL,2.5,2014,Integrated,Manufacturer refurbished
30,18,NA,Notebook,NA,Not included,NA,NA,2,INTEL,2,NA,Integrated,Used
469.99,2.99,Buyer,NA,HP,Windows 8,NA,NA,NA,NA,2,NA,Integrated,New
149.97,17.94,Buyer,Notebook,Toshiba,Windows 8,15.6,160,4,INTEL,1.8,NA,NA,Used
198.5,NA,Buyer,NA,Toshiba,Windows 7,17.3,250,4,NA,1.4,NA,NA,Used
100,NA,NA,Notebook,Lenovo,NA,14.1,NA,NA,NA,NA,NA,Integrated,Used
25,NA,NA,Notebook,Toshiba,Windows XP,15,60,0.512,INTEL,2.66,2015,NA,Used
215,9.99,Buyer,NA,Dell,Windows 7,14,250,4,INTEL,2.5,NA,NA,Manufacturer refurbished
565,25,Buyer,Notebook,HP,Windows XP,17.3,500,8,INTEL,2.8,NA,NA,Used
400,0,NA,Notebook,Lenovo,Windows XP,12.5,180,4,INTEL,2.9,NA,Integrated,Used
250,NA,NA,Notebook,Sony,Windows 8,13.3,NA,NA,NA,NA,NA,NA,Used
279.95,0,Buyer,Notebook,Dell,Windows 8,15.6,500,4,INTEL,2.14,NA,Integrated,New
110,0,NA,Laptop,HP,Windows 7,11,250,2,INTEL,1.66,NA,Integrated,Used
90,0,Buyer,Notebook,HP,NA,10.1,250,2,INTEL,1.66,NA,NA,Used
449.99,0,Buyer,Ultrabook,Asus,NA,13.3,128,4,NA,1.8,NA,NA,Used
125,15,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
119,20,NA,NA,Samsung,Windows 7,14,500,4,NA,NA,NA,NA,Used
40,NA,NA,Notebook,Dell,Windows 7,NA,NA,NA,NA,NA,NA,Integrated,Used
699.99,23.59,NA,Notebook,NA,Windows 7,15.5,1000,6,INTEL,2.53,NA,Dedicated,Used
189,0,Buyer,Notebook,Dell,Windows 7,14.1,320,4,INTEL,2.66,NA,Integrated,Seller refurbished
649.08,0,NA,Notebook,Dell,NA,17.3,1000,8,INTEL,2.5,NA,Integrated,New
198,0,Buyer,Notebook,Dell,Windows 7,14.1,500,4,INTEL,2.67,NA,Integrated,Seller refurbished
1499,24.02,NA,Notebook,Asus,Windows 7,17.3,NA,32,INTEL,2.8,NA,Dedicated,Used
429.99,0,Buyer,Notebook,HP,Windows 8,15.6,500,4,INTEL,1.7,NA,Integrated,New
99.99,NA,Buyer,Netbook,Acer,Windows 7,10.1,120,1,INTEL,1.6,NA,NA,Seller refurbished
139.99,8.95,NA,Notebook,Dell,Windows 7,13.3,320,4,INTEL,1.3,NA,Integrated,Used
495,NA,Buyer,NA,Dell,NA,14,500,NA,NA,NA,NA,NA,Manufacturer refurbished
105,0,NA,Netbook,Acer,NA,11.6,16,2,INTEL,1.4,NA,NA,Seller refurbished
109.99,0,NA,Netbook,Acer,Windows 7,10.1,NA,NA,NA,NA,NA,Integrated,Used
405,0,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,Used
1299.99,22.55,NA,Notebook,NA,Windows 7,17.3,2000,32,INTEL,2.8,NA,Dedicated,Used
689,0,Buyer,Notebook,Lenovo,Windows 8,15.6,1000,8,INTEL,2,2015,Dedicated,New
150,0,Buyer,NA,Lenovo,Windows 7,14.1,NA,NA,INTEL,2.4,NA,NA,Seller refurbished
735.85,0,Buyer,Notebook,Lenovo,Windows 8,15.6,1000,8,INTEL,2.4,NA,Dedicated,Used
249,0,Buyer,Notebook,Dell,Windows 7,15.6,NA,4,INTEL,2.66,NA,Dedicated,Seller refurbished
229.99,17.95,NA,Notebook,Samsung,Windows 8,15.6,500,4,INTEL,1.9,NA,NA,Used
550,30,NA,NA,HP,Windows 7,NA,NA,NA,INTEL,2.4,NA,Dedicated,Used
225,9.99,Buyer,NA,Dell,Windows 7,14,320,4,INTEL,2.5,NA,NA,Manufacturer refurbished
139,0,Buyer,Notebook,HP,Windows 7,10.1,160,2,ATOM,1.66,NA,Integrated,Used
829.99,0,Buyer,Notebook,HP,Windows 7,17.3,500,10,INTEL,NA,NA,NA,Used
300,NA,NA,Notebook,HP,Windows 8,15.6,750,6,AMD,2,2014,Integrated,Manufacturer refurbished
840.98,0,Buyer,Notebook,Lenovo,Windows 8,12.5,256,8,INTEL,1.8,NA,Integrated,Manufacturer refurbished
699.95,20,NA,Notebook,NA,Windows 7,15.6,1000,6,INTEL,3,NA,Dedicated,Used
375,0,Buyer,Laptop,Lenovo,Windows 8,11.6,NA,NA,NA,NA,NA,NA,Used
549.99,0,Buyer,Notebook,Sony,Windows 8,14,500,8,INTEL,1.6,2014,Integrated,Manufacturer refurbished
545,22,NA,Notebook,Lenovo,Windows 8,15.6,500,16,INTEL,2.5,2013,Dedicated,Used
449.99,0,Buyer,Ultrabook,NA,Windows 8,15.6,128,4,INTEL,1.7,NA,NA,New
890,0,NA,Notebook,Lenovo,NA,15.6,256,16,NA,2.4,NA,NA,Used
599.83,30,Buyer,Notebook,HP,Windows 7,17,250,4,INTEL,3.06,NA,Dedicated,Used
399,NA,NA,NA,Lenovo,Windows 7,NA,320,6,INTEL,2.6,NA,NA,Used
199,0,Buyer,Notebook,Panasonic,Windows Vista,13.3,80,3,NA,1.6,NA,Integrated,Used
175,NA,Buyer,Notebook,Dell,Windows 7,14.1,500,4,INTEL,NA,NA,Integrated,Used
129.99,0,Buyer,Laptop,Toshiba,NA,NA,250,3,AMD,1.5,NA,Integrated,Used
449.99,25,Buyer,NA,Dell,NA,NA,NA,NA,NA,NA,NA,NA,Used
89.99,0,Buyer,Notebook,Dell,NA,15.6,250,4,INTEL,2.2,NA,Integrated,Used
189.99,0,Buyer,NA,Dell,Windows 7,14,NA,4,INTEL,2.5,NA,Integrated,Used
339,NA,NA,Notebook,HP,Windows 8,11.6,500,4,NA,2.17,NA,NA,New
159.99,0,NA,Notebook,HP,NA,13.3,NA,NA,NA,NA,NA,NA,Used
494.43,0,Buyer,Ultrabook,HP,Windows 8,15.6,1000,8,AMD,2.7,2014,Integrated,Manufacturer refurbished
159.99,20,Buyer,Notebook,Toshiba,Windows XP,15.6,500,4,AMD,1,NA,Dedicated,Used
289.95,NA,Buyer,Notebook,HP,Windows 7,15.6,750,4,AMD,2,NA,Dedicated,New
449.95,0,Buyer,Notebook,Dell,Windows 8,13.3,500,8,INTEL,1.7,NA,Integrated,Used
450,20,Buyer,Notebook,Dell,Windows 7,14,320,8,INTEL,3,NA,Integrated,New
799.99,24.99,NA,Notebook,NA,Windows 7,16,2000,8,INTEL,2.53,NA,Dedicated,Used
799.99,15,NA,Notebook,Asus,Windows 7,17.3,2000,6,INTEL,3.06,NA,Dedicated,Used
235,0,Buyer,Notebook,Dell,Windows 7,14,500,4,INTEL,2.3,NA,Dedicated,Seller refurbished
229.99,2.99,Buyer,NA,Toshiba,Windows 8,NA,NA,NA,NA,1,NA,NA,New
109.97,0,Buyer,Notebook,Dell,Windows 7,14.1,NA,1,NA,2,NA,Integrated,Seller refurbished
220,9.99,Buyer,NA,Dell,Windows 7,14,160,4,INTEL,2.5,NA,NA,Manufacturer refurbished
299.45,30,NA,Notebook,NA,Windows 7,11.6,250,4,INTEL,1.3,2010,Hybrid,Used
120,0,Buyer,Notebook,Dell,Windows 7,14.1,60,3,NA,2.4,NA,Integrated,Used
254.99,0,Buyer,Notebook,HP,Windows 7,15.6,250,4,INTEL,2.53,NA,Integrated,Seller refurbished
129,0,Buyer,Notebook,Dell,Windows Vista,14.1,80,2,INTEL,2.2,2008,Integrated,Seller refurbished
129,0,Buyer,Notebook,Dell,Windows Vista,14.1,80,2,INTEL,2.2,2008,Integrated,Seller refurbished
140,15,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
295.99,0,Buyer,Notebook,Dell,Windows 7,14.1,250,4,INTEL,2.4,NA,Integrated,Manufacturer refurbished
400,NA,Buyer,Notebook,HP,Windows 7,14,500,8,INTEL,2.2,2013,Integrated,Used
179.99,0,Buyer,Notebook,Asus,Windows 8,15.6,500,4,INTEL,1.86,NA,NA,Used
140,NA,NA,NA,Acer,NA,NA,NA,NA,NA,NA,NA,NA,Used
175,0,Buyer,Notebook,HP,NA,NA,NA,4,INTEL,2.5,NA,NA,Used
224.99,13.99,NA,Notebook,Dell,Windows 7,13.3,250,4,INTEL,2.5,NA,NA,Used
74.95,0,NA,Netbook,Acer,Windows XP,10.1,160,1,INTEL,1.6,2010,Integrated,Used
250,0,Buyer,Notebook,Dell,NA,14.1,500,4,INTEL,2.4,NA,Integrated,Seller refurbished
399.99,19,Buyer,Notebook,Dell,Windows 8,13.3,500,4,INTEL,1.7,NA,NA,Manufacturer refurbished
250,NA,NA,Notebook,Lenovo,Windows 7,12.5,320,4,INTEL,2.5,NA,Integrated,Seller refurbished
139,0,Buyer,Notebook,Dell,Windows 7,14.1,80,2,INTEL,2,2009,Integrated,Seller refurbished
185,0,Seller,Notebook,HP,Windows 8,15.6,500,4,AMD,1,NA,Dedicated,Used
165,10,NA,Notebook,Toshiba,Windows Vista,16,160,2,INTEL,2.2,NA,NA,Used
89.99,0,Buyer,Notebook,HP,Windows 7,14.1,160,2,AMD,1.8,NA,Integrated,Seller refurbished
474.99,0,Buyer,Notebook,Lenovo,Windows 7,14,128,8,INTEL,2.6,NA,Integrated,Used
129,0,Buyer,Notebook,Dell,Windows Vista,14.1,80,2,INTEL,1.8,2007,Integrated,Seller refurbished
135.99,0,Buyer,Notebook,HP,Windows Vista,14.1,250,4,INTEL,2,NA,Integrated,Used
370,9.99,Buyer,NA,Dell,Windows 7,14,500,8,INTEL,2.8,NA,NA,Manufacturer refurbished
139.99,24.95,NA,Notebook,Dell,Windows 7,14.4,160,4,INTEL,2.66,NA,NA,Used
125,0,NA,NA,HP,Windows 7,11.6,NA,NA,INTEL,1.66,NA,NA,Used
249,15,Buyer,Notebook,Lenovo,Windows 7,14.1,160,4,INTEL,2.5,NA,Integrated,Used
150,NA,NA,Notebook,Dell,Windows 7,13.3,160,4,INTEL,2.67,NA,Integrated,Used
100,17,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
84.99,0,Buyer,NA,Panasonic,Windows 7,12.1,NA,NA,NA,NA,NA,Integrated,Used
189.9,13.9,Seller,Notebook,Dell,Windows 7,13.3,250,4,INTEL,2.8,NA,Integrated,Used
79.99,13,NA,Notebook,Dell,Windows 7,14.1,80,1.5,INTEL,2,NA,NA,Used
140,0,Seller,Notebook,Toshiba,Windows 7,15.6,250,3,AMD,1.5,NA,Integrated,Used
259,0,Buyer,Notebook,Dell,Windows 7,14.1,250,4,INTEL,2.67,2011,Integrated,Seller refurbished
30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
350,9.99,Buyer,NA,Dell,Windows 7,14,320,4,INTEL,2.9,NA,NA,Manufacturer refurbished
379.98,0,Buyer,Notebook,Dell,Windows 7,12.1,128,5,INTEL,1.6,NA,Integrated,Seller refurbished
765.43,0,NA,Notebook,NA,Windows 7,15.6,1000,8,INTEL,3.2,NA,Dedicated,Used
899,0,NA,Notebook,NA,NA,15.6,1000,12,INTEL,3.4,2014,Dedicated,Used
230,9.99,Buyer,NA,Dell,Windows 7,14,250,4,INTEL,2.2,NA,NA,Manufacturer refurbished
175,0,NA,NA,Gateway,NA,NA,NA,NA,NA,NA,NA,NA,Used
327.97,0,Buyer,NA,Lenovo,NA,NA,NA,NA,NA,NA,NA,NA,New
109,0,NA,Notebook,Dell,Windows 7,14.1,80,2,INTEL,2,NA,Integrated,Used
599.99,19.99,NA,Notebook,HP,Windows 8,15.6,NA,8,INTEL,1.9,NA,Integrated,Used
149.99,NA,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
91,0,NA,Notebook,Samsung,Chrome OS,11.6,16,2,NA,1.7,NA,Integrated,New
149.99,0,Buyer,Notebook,HP,Windows Vista,14.1,320,4,AMD,2.3,NA,NA,Used
374.99,25.5,Buyer,Notebook,Dell,Windows 8,15.6,1000,8,INTEL,2.2,NA,Integrated,Seller refurbished
435,0,NA,Notebook,Lenovo,Windows Vista,15.6,320,4,INTEL,1.6,NA,Integrated,Seller refurbished
149.99,12.99,Buyer,Notebook,HP,Windows 7,14,250,3,INTEL,2.4,NA,Dedicated,Used
450,0,NA,Ultrabook,Dell,Windows 7,14,500,8,INTEL,1.7,NA,Dedicated,New
359,0,Buyer,Notebook,Lenovo,Windows 8,15.6,500,6,INTEL,1.9,2014,Integrated,Manufacturer refurbished
215,9.99,Buyer,NA,Dell,Windows 7,14,250,4,INTEL,2.5,NA,NA,Manufacturer refurbished
390,9.99,Buyer,NA,Dell,Windows 7,15.6,320,16,INTEL,2.3,NA,NA,Manufacturer refurbished
79.99,19.99,NA,Notebook,Dell,Windows 7,NA,120,2,INTEL,2.66,NA,NA,Used
180,0,Buyer,Laptop,HP,Windows 7,14.5,320,3,AMD,2.2,NA,NA,Seller refurbished
269.99,NA,Buyer,Notebook,Dell,Windows 7,14,320,4,INTEL,2.6,NA,Integrated,Seller refurbished
229.95,0,Buyer,Notebook,Dell,Windows 7,14.1,160,4,INTEL,2.4,2010,Integrated,Seller refurbished
400,NA,NA,Notebook,Sony,Windows 8,14,1000,8,INTEL,2.2,2011,Dedicated,Used
145,0,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
189.99,0,Buyer,Laptop,HP,Chrome OS,14,16,2,NA,2.3,2014,Integrated,Used
39.95,17.95,Buyer,NA,NA,Windows 7,NA,120,2,NA,1.8,NA,NA,Used
42,0,Buyer,Notebook,Dell,Windows 7,14.1,80,1,INTEL,2.2,NA,Integrated,Seller refurbished
115,0,Buyer,Netbook,HP,Windows 7,15.4,120,1,AMD,1.8,2006,Integrated,Seller refurbished
49.99,NA,Buyer,Notebook,Toshiba,Not included,15.6,NA,NA,AMD,NA,NA,Integrated,For parts or not working
24.99,NA,Buyer,Notebook,Dell,Not included,NA,NA,2,INTEL,1.83,NA,Integrated,For parts or not working
349.99,NA,Buyer,Notebook,Panasonic,Windows 7,NA,NA,4,INTEL,2.6,NA,NA,Used
225,9.99,Buyer,NA,Dell,Windows 7,14,120,4,INTEL,2.7,NA,NA,Manufacturer refurbished
999,0,NA,NA,Dell,NA,NA,NA,NA,NA,NA,NA,NA,Manufacturer refurbished
89.95,0,NA,NA,IBM,NA,NA,NA,NA,NA,NA,NA,NA,Seller refurbished
49.99,NA,Buyer,Notebook,Panasonic,Not included,14,NA,3,INTEL,1.6,NA,NA,Used
119.99,0,Buyer,Notebook,Lenovo,NA,14.1,120,2,INTEL,2.4,NA,Integrated,Used
1349.95,24.99,Buyer,Notebook,Asus,Windows 7,17.3,4000,32,INTEL,2.8,NA,Dedicated,Used
200,0,Buyer,Laptop,HP,Windows 7,12.1,160,4,INTEL,2.4,NA,Integrated,Seller refurbished
165,0,Buyer,Notebook,Dell,Windows 7,15.6,NA,NA,INTEL,2.1,NA,NA,Used
96,0,Buyer,NA,Dell,NA,NA,NA,NA,NA,NA,NA,NA,Seller refurbished
134.49,9.95,NA,Notebook,HP,Windows 7,NA,500,4,INTEL,2.6,NA,NA,Seller refurbished
159.99,18,Buyer,Notebook,HP,Windows 8,15.6,320,2,AMD,1.3,NA,Integrated,Used
60,0,NA,Laptop,HP,Windows 7,10.1,80,1,INTEL,1.66,NA,Integrated,Used
75,0,NA,Laptop,HP,Windows 7,10.1,160,1,INTEL,1.66,NA,Integrated,Used
59.95,10,Buyer,NA,Dell,Windows XP,15.4,60,2,INTEL,1.86,NA,Dedicated,Seller refurbished
29.99,13.99,NA,Notebook,Compaq,Windows XP,NA,NA,NA,NA,NA,NA,NA,Used
99.99,0,Buyer,Notebook,Lenovo,NA,14.1,160,4,INTEL,2.4,NA,Integrated,Used
370,0,NA,Notebook,Dell,Windows 8,15.6,NA,NA,AMD,NA,NA,NA,New
66,15,NA,Notebook,HP,Windows 7,15.6,640,6,INTEL,2.2,NA,Hybrid,For parts or not working
300,0,NA,Laptop,HP,Windows 8,11.6,500,4,INTEL,NA,NA,NA,Manufacturer refurbished
107.5,14.95,NA,Notebook,Dell,Windows 7,NA,500,4,INTEL,2.3,NA,NA,Used
799.95,NA,NA,NA,Sony,NA,NA,NA,NA,NA,NA,NA,NA,Used
59.99,12,NA,NA,HP,Windows Vista,NA,120,1,NA,NA,NA,NA,Used
199,NA,Buyer,Netbook,Dell,NA,NA,NA,NA,NA,NA,NA,NA,Used
1050,0,NA,Notebook,Lenovo,Windows 8,13.3,512,8,INTEL,1.2,2015,Integrated,Used
34.99,13.99,Buyer,NA,HP,NA,NA,NA,NA,NA,NA,NA,NA,Used
149.99,0,Buyer,Notebook,Dell,Windows 7,14,NA,2,INTEL,2.4,NA,Dedicated,Seller refurbished
175,NA,NA,Notebook,HP,Chrome OS,14,NA,4,INTEL,NA,NA,NA,Used
59,12,NA,Notebook,Dell,Windows Vista,15.4,120,2,INTEL,1.83,NA,Integrated,Used
199,15.8,Seller,Notebook,Dell,Windows 7,15.6,500,4,INTEL,1.9,NA,Integrated,Seller refurbished
78.88,11.99,Buyer,Notebook,Dell,NA,12.1,NA,NA,NA,NA,NA,Integrated,Used
409.99,0,NA,Notebook,HP,Windows 7,17,250,8,INTEL,NA,NA,Dedicated,Seller refurbished
69.92,12.65,NA,Notebook,Dell,Windows 7,10.1,80,2,INTEL,1.6,NA,NA,Used
185,9.99,Buyer,NA,Dell,Windows 7,13.3,250,4,INTEL,2.5,NA,NA,Manufacturer refurbished
175.99,0,NA,Notebook,Samsung,Chrome OS,11.6,16,2,NA,1.7,NA,Integrated,New
1299,0,Buyer,Notebook,NA,Windows 8,15.6,1000,8,INTEL,2.5,NA,Dedicated,Manufacturer refurbished
49.99,20,NA,Notebook,Dell,Windows 7,14.1,75,2,INTEL,2,NA,Integrated,Used
249,9.99,Buyer,Laptop,Lenovo,Windows 7,12.1,320,3,INTEL,2.13,NA,Integrated,Seller refurbished
50,15,NA,Notebook,Dell,Not included,15,320,4,AMD,2.2,2008,Integrated,Used
1199.99,0,Buyer,Ultrabook,Dell,Windows 8,13.3,256,8,INTEL,2.2,NA,Integrated,New
60,12.85,Buyer,Notebook,Dell,Windows 7,13.3,60,1,NA,NA,NA,Integrated,Used
700,NA,NA,Ultrabook,Dell,Windows 7,13.3,256,8,INTEL,1.9,NA,NA,Manufacturer refurbished
244.44,0,NA,Notebook,Samsung,Windows XP,15.6,500,4,INTEL,2.26,2010,Integrated,Used
54.99,0,Buyer,Notebook,Dell,Windows Vista,10.1,160,1,INTEL,1.6,NA,Integrated,Used
785,NA,Buyer,NA,Panasonic,Windows 7,15.4,500,NA,INTEL,2.26,NA,NA,Seller refurbished
559,29,Buyer,Notebook,Lenovo,Windows 7,12.5,320,8,INTEL,2.8,NA,NA,Used
225,9.99,Buyer,NA,Dell,Windows 7,14,160,4,INTEL,2.5,NA,NA,Manufacturer refurbished
449.99,2.99,Buyer,Laptop,HP,Windows 8,NA,NA,NA,NA,3.1,NA,NA,Manufacturer refurbished
500,NA,NA,Notebook,HP,NA,13,NA,NA,NA,NA,NA,NA,New
87,7,Buyer,Laptop,IBM,Windows 7,14,60,NA,INTEL,1.83,NA,NA,Seller refurbished
35,15,NA,Notebook,Compaq,Not included,15.6,NA,2,INTEL,2.2,NA,NA,Used
119.99,15,Buyer,Notebook,Dell,Windows 7,14.1,320,2,NA,NA,NA,NA,Seller refurbished
109.99,15,Buyer,Notebook,Dell,Windows 7,14.1,80,2,NA,NA,NA,NA,Seller refurbished
1499,0,Buyer,Notebook,NA,Windows 8,15.6,1000,8,INTEL,2.5,NA,Dedicated,Manufacturer refurbished
24.99,20,Buyer,Notebook,HP,Not included,15.4,NA,0.512,INTEL,1.66,NA,Integrated,Used
24.99,NA,Buyer,Notebook,Panasonic,NA,10.4,NA,4,INTEL,1.6,NA,Integrated,For parts or not working
499.99,29.99,NA,Notebook,Lenovo,Windows 8,15.6,NA,NA,INTEL,1.73,NA,Integrated,New
1148,0,Buyer,Notebook,Dell,Windows 8,13.3,256,8,INTEL,NA,NA,Integrated,Manufacturer refurbished
215,9.99,Buyer,NA,Dell,Windows 7,14,250,4,INTEL,2.5,NA,NA,Manufacturer refurbished
249.99,0,NA,Notebook,Asus,Windows 8,15.6,500,4,INTEL,2.16,NA,NA,New
89,6,NA,Netbook,Acer,Windows 7,10,160,2,INTEL,1.6,NA,NA,Used
115.99,0,NA,Laptop,Panasonic,Windows XP,NA,NA,NA,NA,NA,NA,NA,Used
424.99,0,Buyer,Notebook,Dell,Windows 8,15.6,500,4,NA,1.8,NA,NA,New
219.99,0,Buyer,Notebook,Dell,Windows 8,15.6,500,4,INTEL,2.16,2014,Integrated,Manufacturer refurbished
396.79,0,Seller,Notebook,HP,Windows 8,17.3,750,4,AMD,1.5,NA,Integrated,New
225,9.99,Buyer,NA,Dell,Windows 7,14,320,4,INTEL,2.6,NA,NA,Manufacturer refurbished
375,30,NA,Notebook,HP,Windows 7,15.6,500,4,NA,2.6,NA,Integrated,New
41,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
194.99,0,Buyer,Laptop,Lenovo,Windows XP,12.1,160,2,NA,1.86,NA,Integrated,Used
24.99,20,Buyer,Notebook,HP,Not included,14.1,NA,1,INTEL,1.8,NA,Integrated,Used
449.99,19,Buyer,Notebook,Dell,Windows 8,15.6,1000,8,INTEL,2.7,NA,NA,Manufacturer refurbished
