sellingPrice,shippingPrice,returnShippingPaidBy,type,brand,operatingSystem,screenSize,hardDriveGB,ramGB,processorType,processorSpeedGHZ,releaseYear,graphicsProcessingType,condition
29.99,0,Buyer,Notebook,Lenovo,Not included,15.4,320,4,INTEL,2.53,2005,Integrated,For parts or not working
29.99,0,Buyer,Laptop,Panasonic,Not included,14.1,320,4,INTEL,2.13,2007,Integrated,For parts or not working
250,0,Seller,Notebook,HP,Windows 7,17.3,750,8,INTEL,2.13,2011,Dedicated,Used
332.99,0,Buyer,Notebook,HP,Windows 8,15.6,1000,4,AMD,2.1,2004,Dedicated,Used
66.23,0,Buyer,Notebook,Dell,Chrome OS,15.6,320,4,AMD,2.13,2003,Dedicated,Used
45.95,18.86,Seller,Laptop,Compaq,Windows XP,14.1,40,1.37,AMD,1.8,2002,Dedicated,Used
100,0,Buyer,Netbook,Toshiba,Not included,14.1,320,4,AMD,2.13,2002,Hybrid,Manufacturer refurbished
50,0,Buyer,Notebook,Dell,Windows 7,15.4,120,2.5,INTEL,2,2011,Integrated,Seller refurbished
29.99,0,Buyer,Notebook,HP,Windows XP,10,320,4,ATOM,2.13,2001,Integrated,Used
1029.99,0,Buyer,Notebook,Dell,Windows 8,15.6,256,8,INTEL,3.7,2013,Dedicated,Manufacturer refurbished
350,15,Seller,Laptop,Emachines,Windows 7,15,320,4,INTEL,2.66,2010,Integrated,Used
25,0,Seller,Notebook,HP,Windows 8,14.1,320,4,INTEL,2.4,2013,Integrated,Used
100,0,Buyer,Laptop,IBM,Windows 7,15.6,250,2,AMD,1.66,2003,Integrated,Used
40,0,Seller,Laptop,HP,Windows 7,12.1,80,1,INTEL,2,2006,Integrated,Used
99.99,0,Seller,Netbook,HP,Windows XP,10.1,250,1,ATOM,1.66,2009,Integrated,New
249.99,17.99,Buyer,Ultrabook,Acer,Windows 8,14.4,500,4,INTEL,1.7,2013,Hybrid,Used
34.95,15,Buyer,Notebook,Dell,Not included,15.4,60,1,INTEL,2,2015,Dedicated,Used
255,15,Buyer,Laptop,HP,Not included,12.5,320,4,ATOM,1.6,2012,Integrated,Seller refurbished
579,0,Buyer,Ultrabook,Lenovo,Windows 8,13.3,500,4,INTEL,1.6,2010,Integrated,Manufacturer refurbished
79.99,17.99,Buyer,Notebook,Asus,Windows 8,11.6,500,4,INTEL,1.8,2003,Dedicated,Used
121,0,Buyer,Notebook,Lenovo,Windows 8,11.6,128,4,INTEL,1.5,2007,Integrated,Used
499,0,Buyer,Laptop,HP,Windows 7,14,320,4,INTEL,2,2002,Integrated,New
39.99,0,Buyer,Netbook,Fujitsu,Windows Vista,14.1,320,4,AMD,2.13,2002,Integrated,Used
79.95,0,Buyer,Notebook,Toshiba,Windows Vista,14.1,160,2,AMD,1.9,2010,Hybrid,Used
44.95,16.95,Buyer,Notebook,IBM,Windows 7,15,320,4,ATOM,1.86,2004,Integrated,Used
79.21,16,Seller,Netbook,Lenovo,Windows 7,15.6,500,4,INTEL,2,2015,Dedicated,Used
149.99,20,Seller,Notebook,HP,Windows Vista,15.6,750,4,INTEL,1.6,2006,Dedicated,Used
189.99,20,Seller,Netbook,Acer,Windows 7,15.6,500,4,AMD,2.13,2013,Dedicated,Used
179,0,Buyer,Netbook,Lenovo,Windows 7,12.1,320,4,INTEL,1.86,2007,Dedicated,Used
99.99,20,Seller,Notebook,HP,Windows 8,14,500,4,AMD,2.13,2014,Hybrid,Used
149.99,20,Seller,Netbook,HP,Windows 8,15.6,500,4,INTEL,2.13,2005,Dedicated,Used
259.85,0,Buyer,Netbook,Asus,Windows Vista,14.1,320,4,ATOM,2.13,2002,Hybrid,New
85,17,Seller,Notebook,Acer,Windows 7,15.6,256,2,INTEL,1.5,2004,Integrated,Seller refurbished
223.25,9.99,Buyer,Notebook,Lenovo,Windows Vista,14,320,2,INTEL,2.5,2001,Integrated,Seller refurbished
52,15,Buyer,Laptop,Toshiba,Windows XP,12.1,60,0.768,AMD,1.5,2004,Dedicated,Seller refurbished
102.5,17.58,Seller,Notebook,Sony,Windows 7,15.6,640,6,INTEL,2.4,2008,Integrated,Seller refurbished
399.99,0,Buyer,Notebook,Lenovo,Chrome OS,14,320,4,ATOM,2.13,2015,Hybrid,Used
59,15.95,Buyer,Notebook,Dell,Windows 7,15.4,320,1,INTEL,1.73,2001,Integrated,Used
175,18.58,Seller,Notebook,Gateway,Windows 7,15.6,320,4,INTEL,2.3,2004,Hybrid,Seller refurbished
45,15,Seller,Notebook,Dell,Windows 2000,14.1,320,4,AMD,2.13,2006,Dedicated,For parts or not working
479,0,Seller,Notebook,Panasonic,Windows 8,14.1,500,4,INTEL,2.13,2001,Dedicated,New
31,17.99,Buyer,Notebook,Toshiba,Not included,16,500,4,INTEL,2.2,2013,Dedicated,For parts or not working
99.99,17.99,Buyer,Notebook,Toshiba,Windows 7,15.6,320,4,INTEL,2.2,2005,Dedicated,Used
99.99,17.99,Buyer,Notebook,Gateway,Windows 7,17.3,320,4,AMD,1.5,2011,Integrated,Used
355.43,0,Buyer,Notebook,HP,Windows 8,15.6,500,4,AMD,1.8,2014,Integrated,Manufacturer refurbished
89.99,17.99,Buyer,Notebook,Lenovo,Not included,15.6,320,4,ATOM,1.4,2011,Integrated,Used
204.5,17.99,Buyer,Notebook,HP,Windows 8,13.3,128,4,AMD,1.6,2010,Dedicated,Used
49.99,17.99,Buyer,Notebook,Emachines,Windows 7,10,160,1,ATOM,1.66,2007,Dedicated,Used
89.99,17.99,Buyer,Notebook,Toshiba,Windows 7,15.6,320,2,AMD,1,2002,Dedicated,For parts or not working
89.99,17.99,Buyer,Notebook,Asus,Windows 7,15.6,320,4,AMD,1.65,2004,Integrated,Used
114.5,17.99,Buyer,Notebook,Sony,Windows XP,14.1,320,4,ATOM,2.13,2012,Dedicated,For parts or not working
139.99,17.99,Buyer,Notebook,Toshiba,Windows 7,15.6,640,6,AMD,1.66,2007,Dedicated,Used
249.99,17.99,Buyer,Notebook,Dell,Windows 8,15.6,1000,8,AMD,1.6,2011,Dedicated,Used
224.5,17.99,Buyer,Notebook,Toshiba,Windows 7,18.4,500,4,INTEL,1.6,2001,Dedicated,Used
99.99,17.99,Buyer,Notebook,Dell,Windows 7,15.6,320,4,ATOM,2.2,2011,Hybrid,Used
36.55,17.99,Buyer,Notebook,Samsung,Not included,15.4,320,4,AMD,1.66,2009,Dedicated,For parts or not working
149.99,17.99,Buyer,Notebook,Toshiba,Windows 7,17.3,750,6,ATOM,2.5,2009,Dedicated,Used
99.99,17.99,Buyer,Notebook,Dell,Windows 8,11.6,500,1,AMD,1,2005,Hybrid,Used
152.5,17.99,Buyer,Ultrabook,Samsung,Windows 8,13.3,128,4,ATOM,1.8,2008,Integrated,Used
415,0,Buyer,Notebook,Lenovo,Windows Vista,15.6,1000,4,AMD,2.13,2008,Hybrid,Manufacturer refurbished
149.99,16.99,Buyer,Notebook,HP,Windows 7,14,320,1,ATOM,2.13,2006,Integrated,Used
89.99,17.99,Buyer,Notebook,Toshiba,Windows 7,15.6,320,3,AMD,2.2,2013,Hybrid,Used
157.5,17.99,Buyer,Notebook,HP,Windows 8,14,500,4,ATOM,1.9,2015,Integrated,Used
149.99,17.99,Buyer,Notebook,HP,Windows 7,17.3,500,4,AMD,1.5,2011,Integrated,Used
349,6,Seller,Notebook,HP,Windows 8,11.6,500,4,ATOM,2.17,2005,Dedicated,New
70,17.99,Buyer,Notebook,HP,Windows 7,17.3,500,4,AMD,1.5,2005,Hybrid,For parts or not working
202.5,17.99,Buyer,Notebook,Gateway,Windows 7,17.3,500,4,AMD,2.53,2014,Dedicated,Used
79,17.99,Buyer,Notebook,HP,Windows 7,14.1,298,4,INTEL,2.3,2001,Integrated,Used
27.88,17.99,Buyer,Notebook,Acer,Windows 8,17.3,500,4,AMD,2,2010,Hybrid,For parts or not working
500,0,Buyer,Notebook,HP,Windows 7,15.6,1000,8,INTEL,2.6,2004,Integrated,Used
249,0,Buyer,Laptop,Gateway,Windows 8,15.6,500,4,INTEL,1.86,2011,Dedicated,Seller refurbished
49.99,9.99,Buyer,Ultrabook,Panasonic,Chrome OS,7,320,4,AMD,2.13,2008,Dedicated,Used
43,17.99,Buyer,Notebook,Toshiba,Windows 7,15.6,500,4,AMD,2.2,2010,Hybrid,For parts or not working
88.99,17.99,Buyer,Notebook,Asus,Windows 7,15.6,320,4,AMD,2.3,2011,Hybrid,Used
64.99,17.99,Buyer,Notebook,Lenovo,Windows 7,15.6,320,4,AMD,1.66,2012,Integrated,Used
149.99,17.99,Buyer,Notebook,Asus,Windows 7,16,500,4,AMD,2.27,2010,Hybrid,Used
109.99,17.99,Buyer,Notebook,Toshiba,Windows 7,15.6,320,4,INTEL,2.2,2004,Dedicated,Used
559,0,Buyer,Laptop,Asus,Windows 8,15.6,1000,6,INTEL,1.73,2004,Integrated,New
48.5,0,Buyer,Notebook,Dell,Chrome OS,14.1,320,4,INTEL,2.13,2013,Integrated,Used
250,20,Buyer,Notebook,Lenovo,Windows 7,13.3,256,8,INTEL,2.5,2003,Integrated,Used
51,0,Buyer,Notebook,Toshiba,Windows Vista,17.1,160,2,AMD,1.9,2000,Integrated,Used
99.99,0,Seller,Notebook,Dell,Not included,11,250,4,AMD,2.66,2007,Integrated,Used
99,12,Buyer,Notebook,Toshiba,Windows XP,15.4,100,1,INTEL,1.86,2007,Integrated,Used
89,0,Seller,Notebook,Samsung,Chrome OS,11.6,16,2,AMD,1.73,2008,Integrated,Used
450,0,Seller,Laptop,Lenovo,Windows 7,11.6,256,8,INTEL,2,2013,Integrated,Used
50,0,Buyer,Notebook,Dell,Windows Vista,15.4,320,3,INTEL,2,2010,Integrated,Used
125,0,Buyer,Notebook,Compaq,Windows 7,15.4,100,2,AMD,1.9,2005,Integrated,Used
329.99,0,Seller,Notebook,HP,Windows 7,16,1000,4,INTEL,2,2013,Hybrid,Seller refurbished
399.99,0,Buyer,Notebook,Sony,Windows 7,14,128,4,INTEL,1.8,2007,Integrated,New
300,0,Buyer,Notebook,HP,Windows 7,14.1,320,4,AMD,2.13,2000,Integrated,Used
102.5,0,Seller,Laptop,Lenovo,Windows 8,15,500,8,INTEL,1.6,2013,Integrated,Used
224.72,0,Seller,Netbook,Dell,Not included,14,320,2,INTEL,2.6,2012,Hybrid,For parts or not working
220,0,Seller,Laptop,IBM,Windows XP,14.1,320,4,INTEL,2.13,2015,Integrated,Used
1694.95,0,Seller,Notebook,Dell,Windows 8,15.6,512,16,INTEL,3.3,2015,Dedicated,Manufacturer refurbished
75,0,Buyer,Portable,Dell,Windows 7,14.1,160,2,INTEL,2.26,2001,Dedicated,Used
299,29,Buyer,Notebook,Dell,Not included,13.3,320,2,INTEL,2.4,2004,Integrated,Used
429.95,0,Buyer,Notebook,Lenovo,Windows 8,14,500,4,INTEL,2.6,2005,Hybrid,Used
65,3,Buyer,Ultrabook,HP,Chrome OS,14.1,320,4,INTEL,2.13,2010,Integrated,Seller refurbished
149.95,0,Buyer,Notebook,IBM,Windows XP,14.1,40,1,INTEL,1.4,2010,Hybrid,Used
380,0,Buyer,Notebook,Dell,Windows 8,15.6,320,4,AMD,2.13,2004,Hybrid,Used
1499.99,0,Buyer,Notebook,Dell,Windows 7,18.4,750,8,INTEL,3.8,2013,Dedicated,Manufacturer refurbished
275,50,Buyer,Notebook,Lenovo,Windows 7,15.6,320,6,INTEL,1.73,2014,Dedicated,Seller refurbished
139.99,15.99,Buyer,Notebook,Asus,Windows 8,14,320,4,ATOM,2.3,2003,Integrated,For parts or not working
20.49,15,Seller,Portable,Acer,Not included,14.1,320,4,ATOM,2.13,2011,Hybrid,For parts or not working
375,45,Buyer,Notebook,Lenovo,Windows 7,15.6,500,4,INTEL,2.5,2005,Integrated,New
749.99,0,Buyer,Laptop,Fujitsu,Windows XP,14.1,320,4,ATOM,2.13,2002,Dedicated,Used
40,15,Seller,Notebook,Dell,Windows Vista,14.1,150,4,INTEL,2.66,2015,Integrated,Seller refurbished
175,12,Seller,Netbook,Acer,Windows 7,10.1,250,2,INTEL,2.13,2006,Dedicated,Used
25,0,Buyer,Netbook,Asus,Windows 7,10.1,250,1,INTEL,1.66,2010,Integrated,For parts or not working
89.99,15,Seller,Notebook,HP,Windows 8,15.6,500,4,AMD,1,2008,Dedicated,Used
35,20,Seller,Notebook,Dell,Windows XP,15,40,1,INTEL,2.66,2011,Integrated,Used
34.88,0,Buyer,Notebook,Gateway,Windows 7,15.6,320,4,INTEL,1.66,2003,Integrated,Used
299.99,0,Buyer,Laptop,HP,Windows 7,14.1,500,4,INTEL,2.5,2008,Dedicated,Manufacturer refurbished
79.99,5,Buyer,Netbook,HP,Not included,10.1,160,2,INTEL,1.66,2012,Integrated,Used
99,11,Buyer,Laptop,Dell,Windows 8,13.3,250,3,INTEL,2.4,2004,Hybrid,Used
549,0,Buyer,Laptop,HP,Windows 7,14,320,4,INTEL,2,2014,Integrated,New
79,0,Buyer,Notebook,Toshiba,Not included,13.3,320,2,AMD,2,2005,Hybrid,Used
52,0,Buyer,Notebook,Samsung,Chrome OS,11.6,16,2,AMD,1.7,2011,Integrated,Manufacturer refurbished
190,0,Buyer,Notebook,HP,Chrome OS,11.6,16,2,INTEL,2.13,2015,Dedicated,New
61.99,0,Buyer,Netbook,Acer,Windows XP,8.9,120,1,INTEL,1.66,2008,Dedicated,Used
79.95,0,Seller,Notebook,Dell,Windows XP,14,40,1,INTEL,2.4,2006,Integrated,Used
125,0,Buyer,Notebook,HP,Windows 7,11.6,500,4,INTEL,1,2013,Integrated,New
76,0,Buyer,Notebook,Lenovo,Windows 7,14,320,4,INTEL,2.5,2008,Integrated,Manufacturer refurbished
285,0,Seller,Ultrabook,HP,Windows 8,14,500,4,INTEL,1.8,2005,Integrated,Used
90,0,Seller,Notebook,Dell,Windows 7,15.6,320,4,AMD,2.13,2011,Integrated,Used
99.99,0,Buyer,Notebook,Dell,Windows 7,14.1,320,6,INTEL,1.7,2011,Hybrid,Used
270,0,Buyer,Notebook,Toshiba,Windows 8,15.6,1000,4,AMD,2.4,2004,Integrated,New
72,0,Buyer,Notebook,Acer,Windows 8,14,500,4,INTEL,1.9,2013,Integrated,Manufacturer refurbished
429.99,0,Buyer,Ultrabook,Samsung,Windows 7,13.3,128,4,AMD,1.4,2004,Integrated,New
800,0,Buyer,Notebook,Panasonic,Windows 7,14,256,8,INTEL,2.2,2011,Dedicated,Used
700,0,Buyer,Notebook,Asus,Windows 7,17.3,750,16,INTEL,2.2,2013,Dedicated,Used
150,0,Buyer,Notebook,Toshiba,Chrome OS,13.3,16,2,INTEL,2.16,2010,Integrated,Used
220,22.99,Buyer,Ultrabook,Dell,Windows 7,15,250,4,INTEL,1.83,2000,Integrated,Used
100,0,Seller,Ultrabook,Lenovo,Not included,14.1,320,6,INTEL,2.4,2015,Dedicated,Used
225,0,Seller,Notebook,HP,Windows XP,15.6,500,4,AMD,1.8,2014,Dedicated,Used
66,0,Seller,Notebook,Sony,Not included,15.5,320,8,INTEL,2.13,2011,Integrated,For parts or not working
100,0,Seller,Ultrabook,Lenovo,Chrome OS,14.1,320,4,AMD,2.6,2009,Hybrid,Used
75,0,Seller,Netbook,Lenovo,Windows 2000,14.1,250,4,INTEL,2.4,2006,Hybrid,Used
320,0,Buyer,Notebook,Dell,Windows 7,17,240,4,INTEL,2.16,2011,Dedicated,Seller refurbished
25,35,Seller,Notebook,Dell,Chrome OS,14.1,320,4,ATOM,2.13,2009,Dedicated,For parts or not working
369.99,0,Buyer,Notebook,Toshiba,Windows 8,13.3,500,4,INTEL,2.16,2015,Hybrid,Manufacturer refurbished
110,0,Buyer,Notebook,Toshiba,Windows 7,15.1,250,2,ATOM,2.13,2014,Integrated,New
103,0,Buyer,Notebook,Lenovo,Windows XP,11.6,128,2,ATOM,2.13,2003,Integrated,New
117.5,45,Seller,Notebook,Lenovo,Windows 8,15.6,500,4,INTEL,2.6,2011,Hybrid,Used
70,0,Buyer,Notebook,Asus,Windows Vista,15.4,500,4,INTEL,2.53,2008,Dedicated,Used
26,9.99,Buyer,Notebook,Acer,Windows 7,10.1,160,1,INTEL,1.66,2004,Integrated,Used
439,0,Seller,Notebook,Sony,Windows 7,14.1,320,4,INTEL,2.4,2010,Hybrid,Used
35,0,Buyer,Portable,Fujitsu,Windows Vista,14.1,320,4,INTEL,2.13,2006,Dedicated,Used
329.99,0,Seller,Notebook,HP,Windows 7,12.1,160,2,AMD,1.8,2008,Dedicated,Seller refurbished
650,0,Seller,Notebook,HP,Chrome OS,17.3,320,4,AMD,2.13,2006,Hybrid,Used
500,0,Seller,Netbook,Lenovo,Windows 8,15.6,1000,8,INTEL,2.4,2010,Dedicated,Used
800,0,Buyer,Laptop,Acer,Windows 8,17.3,750,16,INTEL,2.4,2007,Dedicated,Used
350,0,Buyer,Notebook,Sony,Windows 8,17.3,1000,8,INTEL,2.26,2013,Hybrid,Used
44.95,14.97,Buyer,Notebook,Dell,Windows 7,14.1,320,2,INTEL,1.8,2011,Integrated,Used
324.97,0,Buyer,Notebook,Lenovo,Windows 7,15.6,320,4,INTEL,1.73,2013,Integrated,Used
40,0,Buyer,Netbook,Dell,Windows 7,10.1,160,1,ATOM,1.6,2009,Integrated,Used
69.99,16.99,Buyer,Netbook,Acer,Windows XP,14.1,320,4,AMD,2.13,2014,Hybrid,Used
25,0,Buyer,Notebook,Fujitsu,Windows 2000,14.1,320,4,INTEL,2.13,2008,Dedicated,Used
50,0,Buyer,Notebook,Lenovo,Windows 7,13.3,320,4,INTEL,2.13,2000,Integrated,For parts or not working
400,40,Buyer,Notebook,HP,Windows 7,18.4,820,8,INTEL,1.6,2002,Dedicated,Used
535,0,Buyer,Notebook,Fujitsu,Windows 7,17.3,128,16,ATOM,2.4,2004,Hybrid,Used
50,0,Buyer,Notebook,HP,Windows XP,14,16,2,INTEL,1.4,2003,Integrated,For parts or not working
314,0,Buyer,Ultrabook,Fujitsu,Windows 8,14,320,4,INTEL,2.1,2009,Hybrid,Used
530,0,Seller,Laptop,Toshiba,Windows 8,17.3,1000,12,INTEL,3.4,2015,Hybrid,New
72.99,19.95,Seller,Notebook,Samsung,Windows 2000,14.1,320,4,ATOM,2.13,2005,Integrated,Used
200,0,Buyer,Notebook,Asus,Windows 7,14,500,8,INTEL,1.2,2011,Integrated,Used
80,0,Buyer,Ultrabook,HP,Windows 7,14.1,320,4,AMD,2.13,2006,Hybrid,Used
849.99,13.99,Buyer,Notebook,Lenovo,Windows 7,15.6,240,8,INTEL,2.6,2013,Integrated,Used
50,19,Buyer,Laptop,Dell,Windows 7,14.1,80,2,INTEL,1.86,2010,Integrated,Used
69.88,11.84,Buyer,Notebook,HP,Windows 7,14,320,4,AMD,2.13,2007,Dedicated,Seller refurbished
149.95,12.99,Buyer,Notebook,Acer,Windows 7,15.6,320,3,INTEL,2.1,2002,Hybrid,Seller refurbished
203.5,20,Buyer,Notebook,Sony,Windows 2000,16.4,1000,8,INTEL,1.73,2010,Dedicated,Used
55,5,Seller,Laptop,Dell,Not included,14.1,320,4,INTEL,2.2,2011,Dedicated,For parts or not working
40,15,Buyer,Notebook,Lenovo,Windows 7,14.1,60,0.512,INTEL,1.83,2013,Integrated,Used
28,0,Buyer,Notebook,Toshiba,Not included,14.1,160,3,INTEL,2.2,2012,Integrated,Used
89.95,0,Buyer,Notebook,Compaq,Windows XP,14.1,60,0.512,INTEL,2.4,2007,Integrated,Used
260,0,Buyer,Notebook,Sony,Windows 7,13.3,640,4,INTEL,2.53,2010,Integrated,Used
212.5,0,Buyer,Portable,Panasonic,Windows 7,15.4,320,4,AMD,2.4,2001,Integrated,Seller refurbished
99,30,Seller,Notebook,Acer,Windows 7,10.1,250,1,ATOM,1.5,2012,Integrated,Used
127.5,0,Buyer,Laptop,Dell,Windows 8,15.6,320,4,AMD,1.9,2005,Integrated,Manufacturer refurbished
360,25,Buyer,Laptop,HP,Windows 7,17,297,8,INTEL,2.6,2009,Hybrid,Used
149.99,14.99,Buyer,Ultrabook,Toshiba,Windows 8,15.6,465,6,INTEL,2.4,2000,Integrated,Used
70,14.99,Buyer,Netbook,Acer,Windows 8,15.6,678,4,INTEL,1.9,2001,Dedicated,Used
113,7,Buyer,Netbook,Dell,Windows 7,10.1,250,4,INTEL,1.6,2015,Hybrid,Seller refurbished
365,20,Buyer,Ultrabook,HP,Windows 7,17,297,10,INTEL,2.6,2006,Integrated,Used
175,0,Seller,Laptop,HP,Chrome OS,11.6,16,2,AMD,1.7,2014,Hybrid,New
99.99,0,Buyer,Notebook,Dell,Windows 7,14,320,4,AMD,2.13,2009,Integrated,Used
149.99,0,Buyer,Laptop,HP,Not included,14.1,320,4,INTEL,2.5,2014,Hybrid,Used
199.96,0,Buyer,Notebook,Dell,Chrome OS,14.1,250,4,INTEL,2.13,2001,Dedicated,Used
179,0,Buyer,Notebook,Dell,Windows 7,15.6,320,4,INTEL,2.6,2008,Hybrid,For parts or not working
350,0,Buyer,Notebook,HP,Windows 8,15.6,320,12,AMD,2,2013,Integrated,New
35,0,Seller,Notebook,HP,Chrome OS,10.4,2,4,INTEL,0.166,2002,Dedicated,Used
20.5,0,Seller,Notebook,HP,Windows 7,15.4,320,4,INTEL,2.13,2013,Dedicated,For parts or not working
49.5,0,Buyer,Notebook,Dell,Windows Vista,15.4,250,4,INTEL,2.26,2014,Integrated,Used
50,0,Buyer,Notebook,Toshiba,Windows XP,14.1,320,4,ATOM,2.13,2005,Integrated,Used
335,0,Buyer,Laptop,HP,Windows 8,13.3,500,4,AMD,2.1,2012,Integrated,New
99,0,Buyer,Laptop,Sony,Not included,13,80,2,ATOM,1.8,2012,Integrated,Used
46.04,14,Buyer,Portable,Dell,Chrome OS,14.1,320,4,AMD,2.13,2008,Integrated,Used
300,15,Seller,Netbook,Dell,Windows 8,14.1,320,4,AMD,2.13,2005,Hybrid,For parts or not working
59,19,Buyer,Portable,Dell,Windows XP,15.4,80,2,INTEL,1.66,2015,Hybrid,Seller refurbished
649.99,0,Buyer,Laptop,Lenovo,Windows 8,15.6,1000,8,INTEL,2,2000,Integrated,New
185,0,Seller,Notebook,HP,Windows 7,17.3,500,4,AMD,2.4,2000,Dedicated,Seller refurbished
49,19,Buyer,Notebook,HP,Windows XP,15.4,120,1,AMD,1.6,2011,Integrated,Seller refurbished
71,14,Buyer,Notebook,Lenovo,Windows 7,15.6,500,4,INTEL,2.5,2008,Integrated,Used
102.5,14,Buyer,Notebook,Sony,Windows 7,15.6,500,4,INTEL,2.1,2000,Hybrid,Used
600,0,Buyer,Notebook,Lenovo,Windows 8,15.6,1000,16,INTEL,2.4,2003,Dedicated,Used
50,17.5,Buyer,Notebook,Sony,Windows 7,14.1,320,4,ATOM,2.13,2008,Integrated,For parts or not working
75,0,Seller,Notebook,Samsung,Windows 7,11.6,16,2,ATOM,1.7,2009,Integrated,Used
97.98,0,Buyer,Notebook,Lenovo,Windows XP,14.1,60,2,INTEL,1.83,2015,Dedicated,Used
129.99,15,Buyer,Notebook,Samsung,Windows 8,14.1,320,4,ATOM,2.13,2014,Integrated,Used
24.95,15,Buyer,Notebook,Dell,Not included,15.4,40,1,INTEL,1.73,2006,Dedicated,Used
149.99,0,Buyer,Notebook,Dell,Not included,14.1,320,2,INTEL,2.4,2001,Integrated,Used
255,14,Buyer,Notebook,HP,Windows 7,17.3,1000,8,INTEL,1.6,2003,Hybrid,Used
249,0,Buyer,Notebook,Dell,Windows 8,15.6,500,4,ATOM,2.2,2001,Integrated,Used
75,0,Seller,Notebook,HP,Windows 7,15.6,320,3,INTEL,2.1,2010,Integrated,For parts or not working
25,0,Seller,Laptop,Toshiba,Chrome OS,14.1,320,4,ATOM,2.13,2009,Dedicated,Used
25.48,15,Buyer,Notebook,Dell,Not included,14,320,4,INTEL,2.4,2015,Integrated,Used
34,12.5,Buyer,Notebook,Sony,Windows Vista,14.1,320,4,AMD,2.13,2010,Hybrid,For parts or not working
600,0,Buyer,Notebook,Asus,Windows 7,16,300,4,INTEL,2.13,2012,Dedicated,Used
223.5,14,Buyer,Laptop,Asus,Windows 8,15.6,320,4,INTEL,2.16,2009,Dedicated,Used
37,0,Buyer,Portable,Dell,Windows 7,14.1,320,4,INTEL,2.13,2000,Hybrid,For parts or not working
40,0,Buyer,Notebook,Emachines,Not included,10.1,250,1,INTEL,1.6,2008,Integrated,Used
379.05,0,Buyer,Notebook,Fujitsu,Windows XP,13.3,750,4,INTEL,2.66,2011,Integrated,Used
40,0,Buyer,Notebook,Lenovo,Not included,12.1,160,4,INTEL,2.4,2006,Integrated,Used
549.99,0,Buyer,Notebook,Sony,Windows 7,13,500,8,INTEL,2.7,2001,Integrated,Used
40,0,Buyer,Notebook,Gateway,Not included,10.1,320,1,INTEL,1.6,2006,Integrated,Used
389.99,17.99,Buyer,Notebook,Samsung,Windows 7,13.3,128,4,INTEL,1.5,2009,Integrated,Used
32.5,0,Buyer,Notebook,HP,Not included,10.1,250,1,INTEL,1.66,2000,Integrated,Used
167.5,0,Buyer,Laptop,Lenovo,Windows 8,11.6,180,4,INTEL,1.8,2012,Integrated,Used
600,0,Seller,Notebook,Lenovo,Windows 2000,17.3,1000,4,ATOM,2.13,2010,Dedicated,New
40,0,Buyer,Notebook,IBM,Not included,14,160,1,INTEL,1.86,2006,Integrated,Used
39.95,14.99,Buyer,Netbook,Asus,Windows 7,7,320,0.25,ATOM,2.13,2005,Integrated,Used
25,0,Buyer,Notebook,Gateway,Not included,14,80,0.512,INTEL,1.6,2010,Integrated,Used
419,0,Buyer,Notebook,Dell,Windows 8,15.6,1000,8,INTEL,2.7,2003,Integrated,Manufacturer refurbished
25,0,Buyer,Notebook,Asus,Not included,10.1,8,2,INTEL,1.33,2009,Integrated,Used
65,0,Buyer,Notebook,Acer,Not included,10.1,160,2,INTEL,1.6,2014,Integrated,Used
149.95,15,Buyer,Laptop,HP,Windows 8,14.1,320,4,ATOM,2.13,2009,Hybrid,Used
40,12.21,Buyer,Netbook,Compaq,Windows 7,14.1,320,4,ATOM,2.13,2011,Dedicated,Used
50,25,Seller,Notebook,HP,Windows 7,15.4,320,4,INTEL,2.13,2012,Dedicated,Used
55,0,Buyer,Notebook,Emachines,Not included,14.1,80,2,AMD,2.66,2000,Integrated,Used
400,25,Seller,Ultrabook,Lenovo,Windows 7,12.5,320,4,ATOM,2.13,2009,Integrated,New
520,0,Buyer,Notebook,Asus,Windows 7,17.3,750,16,INTEL,2.3,2011,Integrated,Seller refurbished
535,0,Buyer,Notebook,Acer,Windows 8,14.1,320,4,INTEL,2.13,2000,Integrated,New
619.99,0,Buyer,Laptop,Lenovo,Chrome OS,14.1,320,4,AMD,2.13,2005,Dedicated,New
179.5,15,Buyer,Notebook,Lenovo,Windows 8,14.1,500,4,INTEL,2.6,2002,Integrated,Used
99.99,15,Buyer,Notebook,Lenovo,Not included,14,0,4,INTEL,2.4,2003,Integrated,Used
478.94,14.95,Buyer,Notebook,HP,Windows XP,15.6,500,4,INTEL,2.8,2009,Integrated,Used
99.99,15,Buyer,Notebook,Lenovo,Not included,14,0,4,INTEL,2.4,2002,Integrated,Used
99.99,15,Buyer,Notebook,Lenovo,Not included,14,0,4,INTEL,2.4,2013,Dedicated,Used
44.88,15,Buyer,Notebook,Lenovo,Windows 7,14.1,320,4,INTEL,2.4,2007,Integrated,Used
179,0,Seller,Netbook,Asus,Chrome OS,14.1,32,4,INTEL,2.13,2013,Integrated,New
29.95,15,Buyer,Notebook,Dell,Not included,14,80,1,INTEL,2,2002,Dedicated,Used
99,0,Buyer,Notebook,HP,Not included,14,160,2,INTEL,2.16,2008,Integrated,Seller refurbished
90,0,Buyer,Notebook,HP,Windows 7,14.1,320,4,AMD,2.3,2011,Integrated,Used
